.pred,rented_bike_count,temperature_c,humidity_percent,wind_speed_m_s,hour,seasons,holiday
385.5695118708401,568,-7.1,68,0.6,8,Winter,No Holiday
182.40343490101483,252,-0.3,40,3.4,11,Winter,No Holiday
320.9413433928432,211,2.4,59,3.2,23,Winter,No Holiday
163.27154176290603,178,2,65,2.2,0,Winter,No Holiday
288.077349421009,326,3.9,64,2.9,9,Winter,No Holiday
95.12521361491073,241,5.2,65,3.9,10,Winter,No Holiday
178.66047438353533,312,6.9,67,3.9,12,Winter,No Holiday
452.76402721600334,461,8.7,48,4.1,15,Winter,No Holiday
656.5509881294537,447,8,36,3.5,16,Winter,No Holiday
871.0617440281319,484,6.6,34,2.8,17,Winter,No Holiday
1266.6417249550375,559,5.1,34,2.3,18,Winter,No Holiday
901.4065607435668,216,1.7,27,3.1,21,Winter,No Holiday
183.0137831143643,126,-0.7,37,3.5,0,Winter,Holiday
56.80102296499864,123,-1.1,38,2.8,1,Winter,Holiday
-101.51634890537775,74,-1.4,34,2.1,3,Winter,Holiday
303.54313589884134,174,1.7,20,3,12,Winter,Holiday
-130.47870453575464,47,-4.1,38,1.2,2,Winter,Holiday
-205.39746333626158,36,-4.4,37,1.7,3,Winter,Holiday
193.95438627394753,48,-4.3,33,0.7,9,Winter,Holiday
324.99849537926906,137,2.2,19,1.4,12,Winter,Holiday
-54.30472738658725,56,-3.8,30,3.9,2,Winter,Holiday
560.1360573560231,145,-2.1,38,2,20,Winter,Holiday
552.0886431318305,133,-2.3,38,2.3,21,Winter,Holiday
295.69217447907477,99,-3.6,33,1.7,0,Winter,No Holiday
167.21315461107918,103,-4.4,33,1.4,1,Winter,No Holiday
-5.104111036979322,22,-4,28,0.5,5,Winter,No Holiday
146.28651925304374,38,-4.1,30,1.1,6,Winter,No Holiday
516.6218497265004,337,3.7,17,1.4,13,Winter,No Holiday
1287.5611170868365,310,2.8,25,3,18,Winter,No Holiday
720.4641939345287,191,-0.3,34,1.6,22,Winter,No Holiday
356.7667799371521,347,-0.6,43,0.5,9,Winter,No Holiday
332.6603265103547,361,4.7,43,2.1,12,Winter,No Holiday
832.150367727325,522,5.7,36,3,17,Winter,No Holiday
26.76453610354459,177,0,75,2.3,0,Winter,No Holiday
-249.48893176831984,164,-2.1,82,1.8,6,Winter,No Holiday
224.11598565893667,384,-1.4,56,1.4,9,Winter,No Holiday
113.95832105218135,159,-4,34,3.4,6,Winter,No Holiday
735.5044388434977,718,-4.3,36,1.9,8,Winter,No Holiday
402.8216622614733,373,-3.8,28,1.7,9,Winter,No Holiday
539.3553910782822,365,3.3,14,2.9,14,Winter,No Holiday
742.2210203975862,409,3.7,14,3.9,16,Winter,No Holiday
957.9172285688351,469,3.1,14,3.7,17,Winter,No Holiday
-230.11359593771596,66,-2.4,58,0.3,4,Winter,No Holiday
667.4696569647589,465,4.6,52,3.9,17,Winter,No Holiday
1047.5148642653885,730,3.9,56,4,18,Winter,No Holiday
184.52237139260797,304,6.7,64,2,13,Winter,No Holiday
278.053599800739,312,7.8,57,2.1,14,Winter,No Holiday
464.3819161204655,291,5.7,81,2.5,22,Winter,No Holiday
216.2665964966313,243,5.5,80,2.7,23,Winter,No Holiday
-49.65248621785715,263,4,83,1.7,1,Winter,No Holiday
-158.0843928601205,197,3.7,82,1.6,2,Winter,No Holiday
-307.94728088340014,63,2.7,82,2.8,4,Winter,No Holiday
159.5007040417753,298,2.2,50,2.4,11,Winter,No Holiday
367.3731429956689,363,4,37,1.4,12,Winter,No Holiday
452.1882783675456,412,5.3,29,2.1,13,Winter,No Holiday
846.4720229733432,233,1.1,32,1.4,20,Winter,No Holiday
417.97375156830736,187,-0.6,39,1.3,23,Winter,No Holiday
159.41186423311171,189,-1.4,43,0.6,1,Winter,No Holiday
133.33908545019915,135,-0.9,60,0.7,0,Winter,No Holiday
-156.12035084512323,80,-1.7,66,0.8,2,Winter,No Holiday
-353.50500139383894,65,-2.5,73,0.8,5,Winter,No Holiday
539.9404592719724,786,-2.9,63,0.7,8,Winter,No Holiday
257.76618518594813,416,-1.1,53,0.9,9,Winter,No Holiday
545.2198158098546,444,8.1,26,1.2,13,Winter,No Holiday
603.0067935659373,455,9.9,25,1.5,14,Winter,No Holiday
955.2483447944187,646,8.7,30,3.1,17,Winter,No Holiday
239.38240504694852,213,2.1,44,0.9,1,Winter,No Holiday
95.43239052537429,183,0.6,50,0.4,6,Winter,No Holiday
204.3558104586394,261,3.3,47,0.7,10,Winter,No Holiday
301.4071110821436,342,4.8,41,0.8,11,Winter,No Holiday
406.0852037021843,402,6.7,48,0.8,15,Winter,No Holiday
23.908741719689104,7,4.8,87,2.9,15,Winter,No Holiday
398.72274365583354,19,2.5,95,1.9,19,Winter,No Holiday
335.2914837369506,8,2.7,96,1.5,20,Winter,No Holiday
